refID,Custom Name,Date,Address,Style,Architect,District,Resident,Description,Image Location 1,Image Caption 1,Image Location 2,Image Caption 2,Image Location 3,Image Caption 3,Image Location 4,Image Caption 4,Rating,Latitude,Longitude,Sequence,Slug
ND-SB-01217,,1891,424 Manitou Place,Cross-Gable Cottage,,Chapin Park,,"William, a carpenter, contractor and builder, and Hilda Coulter purchased this lot by 1890 and built the house by 1891. The Coulters resided here until 1899. By 1904, Elizabeth Judie purchased the house for her home and lived here with her son, Paul, and his wife, Mayme. Paul worked for Studebaker as a machinist, and he continued to reside in the house until 1950.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative320.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative321.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.684971,-86.257067,194,nd-sb-01217
ND-SB-01219,,c1906,720 Forest,American Foursquare,,Chapin Park,,"Built circa 1906, this American Foursquare was vacant for a few years before Joseph Kroeger purchased it by 1908. Kroeger worked for the South Bend Tribune as part of its mechanical and printing staff. He married twice and raised three children, Ruth, John and Francis. The boys were from his second marriage to Minnie Kroeger.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-311.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-312.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-313.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Notable,41.68484,-86.2572,195,nd-sb-01219
ND-SB-01220,,1891,714 Forest,Cross Plan,,Chapin Park,,"Although records date this house to 1884, it was most likely built between 1890 and 1891 for Nellie Boyd Coulter and Samuel Coulter. Samuel was a manager at the Central Union Telephone and Standard Electric companies. William Coulter, a relative and carpenter, probably built this home for the couple.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative058.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative059.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-308.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-309.jpg,"Image credit: University of Notre Dame, Architecture Library",Outstanding,41.684717,-86.257152,196,nd-sb-01220
ND-SB-01221,,1941,416 Manitou Place,Colonial Revival,,Chapin Park,,This house was built in 1941 and once stood on the southeast corner of Lafayette Blvd and Navarre. The house was moved to this lot in 1980.,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-057.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-058.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-059.jpg,Image credit: University of Notre Dame Architecture Library,,,Contributing,41.684955,-86.256765,193,nd-sb-01221
ND-SB-01222,,1890,410 Manitou Place,Gabled-T,,Chapin Park,,"By 1890, George Hodson had purchased this lot from Edward Chapin; however, the house may not have been built for the Hodson family. It was certainly built by 1894 as Jay Carpenter, an employee for Singer Brothers, and his wife, Louise, had moved into the house by that year. They raised two daughters, Helen and Bessie. Bessie became a kindergarten teacher. By 1925, attorney Otto Beyler had purchased the house.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-060.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-061.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-062.jpg,Image credit: University of Notre Dame Architecture Library,,,Non-contributing,41.684972,-86.256488,192,nd-sb-01222
ND-SB-01223,,1890,406 Manitou Place,Gabled-Ell,,Chapin Park,,"Built in 1890, Paul Tscheudie (also spelled Judie) owned this Gabled-Ell house and resided here with his sons, James and David, until 1893. Paul and David were farmers, and James was a lawyer with Garst and Judie and a real estate agent. In 1893, Paul sold the house to Abner Frank (425 Lamont Terrace) who leased the house to several families including the Arens and the Tallerdays.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative324.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative325.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.684981,-86.256335,191,nd-sb-01223
ND-SB-01224,,1904,725 Park Avenue,Classical Revival,,Chapin Park,,"Daisy and Archibald Murdock purchased this lot from George Hodson in 1902 and commissioned W.W. Schneider to design the house. By 1904, the Classic Revival house had been built and the Murdocks were listed as residents. Arch Murdock was a well-known merchant and tailor in South Bend. The Murdocks sold the house to Edward Crouse by 1925.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative423.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative424.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.684999,-86.256111,10,nd-sb-01224
ND-SB-01225,,1889,723 Park Avenue,Stick Style,,Chapin Park,,"Fannie and George Hodson purchased property from Edward Chapin between 1884 and 1887. This house was built by 1889. George was involved in South Bend's lumber and building businesses. He and his wife raised five children, George, Alvin, Hilda (Bella), Amelia and Florence. The Hodsons sold the house to James, a general contractor, and Roberta Cole by 1904. The Hodsons had built a new house at 712 Forest Avenue. The Cole family resided here for over twenty years into the late 1920s. The House is still known as Hodson's Castle.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative433.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative434.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding; Local Landmark,41.684829,-86.256017,9,nd-sb-01225
ND-SB-01226,,1911,721 Park Avenue,Prairie Style,,Chapin Park,,"George and Minnie Harrop commissioned Ennis Austin to design this house in 1911. They resided here by 1914. George worked as the secretary-treasurer of the National Company. Several owners have subsequently lived here such as: Charles Coen (1916-1919), George Spencer, a perfume manufacturer, Hyman Maza and Harry Greenblatt. This property was once owned by George Hodson.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative420.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative421.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Notable,41.684741,-86.255868,8,nd-sb-01226
ND-SB-01227,,1891,830 Forest,Gabled-T,,Chapin Park,,"Adam Bescherer, a German immigrant, purchased lot 52 from Edward Chapin after July 1890 and built the house by 1891. Adam Bescherer worked as a machinist for Singer Brothers Manufacturing Company. His wife and two children were also born in Germany. The Bescherer family resided in their home until 1904.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative107.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative108.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.68636,-86.2572,182,nd-sb-01227
ND-SB-01229,,1906,826 Forest,Queen Anne,,Chapin Park,,"This house was built between 1904 and 1906 for F. Henry Wurzer, an attorney, and his wife, Catherine Vanderhoof Wurzer. They lived in the house for less than a decade with three of their four children, Henry F., Mary and Catherine, and a servant, Gladys Matthews, before they returned to Detroit, F. Henry's place of birth.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative065.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative066.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.686185,-86.2572,183,nd-sb-01229
ND-SB-01230,,1895,824 Forest,Queen Anne,,Chapin Park,,"Fred Keller purchased this property from Edward Chapin in 1892. In August 1895, Keller began construction of the house, and in 1896, he rented this one to Charlotte and J. Willard Schidler. Schidler operated a hardware and tin shop prior to opening the Willard Furniture Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative072.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative073.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Notable,41.686073,-86.257216,184,nd-sb-01230
ND-SB-01231,,1890,816 Forest,Gabled-T,,Chapin Park,,"William H. Slusser purchased lot 55, Chapin Place by 1890 and built the house soon afterward for his large family. He and his wife, Cora, raised their five children, May, Walter, Grace, Ethel and Leah. The Slussers sold the house to Dr. J. D. Kaple by 1903.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-034.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-035.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-8-2015/Chapin-Park-6-8-2015-036.jpg,Image credit: University of Notre Dame Architecture Library,,,Contributing,41.685945,-86.257201,185,nd-sb-01231
ND-SB-01232,,1891,814 Forest,Gable Cottage,,Chapin Park,,"This cottage was moved to its present location in 1981. The first house located on the property was built for Recca E. (Rickey) Keller. Harriet Keller, Rickey's daughter, acquired the Clipped Gable Cottage upon her mother's death.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative045.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative046.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.685787,-86.257174,186,nd-sb-01232
ND-SB-01233,,1902,812 Forest,Queen Anne,,Chapin Park,,"Recca (Rickey) Keller, the widow of George Keller and mother of Fred Keller, purchased lot 56 and half of lot 57 from Edward Chapin in 1890. In 1902, she had this house built as an investment property. In 1920, Isabel and Dr. Alexander P. Forbes Gammack purchased the Queen Anne house from the Keller family.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative080.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative081.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.685658,-86.257185,187,nd-sb-01233
ND-SB-01234,,1891,808 Forest,Gabled-T,,Chapin Park,,"John R. Rupert, book publisher, book manufacturer and amateur poet and his wife, Edith, had purchased a portion of lot 58 from Edward Chapin by 1890. The house was built by 1891. John resided in this Gabled-T house until 1935 when he moved to Indianapolis to live with his daughter, Agnes; he passed away in 1939.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative052.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative053.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.685572,-86.25717,188,nd-sb-01234
